type,strike,spot,t_days,bid,ask,last,yahoo_iv,bar_iv,bar_delta
call,740.0,377.49,149,2.46,2.53,2.4,0.5719647296142578,,
call,750.0,377.49,149,2.33,2.4,2.41,0.5753216296386718,,
call,760.0,377.49,149,2.17,2.3,2.38,0.5782512878417969,,
call,770.0,377.49,149,2.11,2.17,2.18,0.5822795678710937,,
call,780.0,377.49,149,2.01,2.08,2.05,0.5860026751708984,,
call,790.0,377.49,149,1.94,2.0,2.02,0.5903361279296876,,
call,800.0,377.49,149,1.85,1.92,1.88,0.5939982006835938,,
call,810.0,377.49,149,1.76,1.82,1.79,0.596683720703125,,
call,820.0,377.49,149,1.68,1.75,1.66,0.6002237243652344,,
call,830.0,377.49,149,1.57,1.7,1.64,0.6031533825683595,,
call,840.0,377.49,149,1.55,1.62,1.56,0.6074258007812501,,
call,850.0,377.49,149,1.45,1.57,1.54,0.6101113208007813,,
call,860.0,377.49,149,1.43,1.51,1.41,0.6146278771972657,,
call,870.0,377.49,149,1.38,1.44,1.35,0.6176796044921876,,
call,880.0,377.49,149,1.33,1.38,1.24,0.6207313317871095,,
call,890.0,377.49,149,1.24,1.36,2.27,0.6236609899902343,,
call,900.0,377.49,149,1.23,1.29,1.3,0.6273230627441408,,
call,910.0,377.49,149,1.19,1.25,1.2,0.63086306640625,,
call,920.0,377.49,149,1.11,1.23,1.1,0.6334265173339844,,
call,930.0,377.49,149,1.08,1.19,1.2,0.6368444519042968,,
call,940.0,377.49,149,1.07,1.13,1.17,0.6401403173828125,,
call,950.0,377.49,149,1.01,1.12,1.0,0.6433141137695313,,
call,960.0,377.49,149,1.01,1.07,1.01,0.6472203247070312,,
call,970.0,377.49,149,0.98,1.04,1.01,0.65039412109375,,
call,980.0,377.49,149,0.95,1.01,0.95,0.6535679174804689,,
call,990.0,377.49,149,0.93,0.98,0.95,0.6569858520507813,,
put,5.0,377.49,149,0.0,0.01,0.08,2.000005,,
put,10.0,377.49,149,0.0,0.01,0.01,1.6875015625,,
put,15.0,377.49,149,0.0,0.0,0.03,0.500005,,
put,20.0,377.49,149,0.0,0.02,0.02,1.40625296875,,
put,25.0,377.49,149,0.01,0.03,0.02,1.359378203125,,
put,30.0,377.49,149,0.0,0.0,0.02,0.500005,,
put,35.0,377.49,149,0.0,0.06,0.06,1.2265663671875,,
put,40.0,377.49,149,0.01,0.08,0.06,1.19922275390625,,
put,45.0,377.49,149,0.03,0.1,0.1,1.1757853710937498,,
put,50.0,377.49,149,0.07,0.14,0.1,1.169926025390625,,
put,75.0,377.49,149,0.18,0.22,0.2,1.0039112304687499,,
put,80.0,377.49,149,0.22,0.26,0.23,0.98437515625,,
put,85.0,377.49,149,0.23,0.29,0.28,0.956055126953125,,
put,90.0,377.49,149,0.27,0.35,0.31,0.940430283203125,,
put,95.0,377.49,149,0.31,0.36,0.33,0.9145516357421876,,
put,100.0,377.49,149,0.35,0.39,0.39,0.89257919921875,,
put,105.0,377.49,149,0.39,0.44,0.45,0.8740246972656249,,
put,110.0,377.49,149,0.43,0.48,0.45,0.8540053662109376,,
put,115.0,377.49,149,0.46,0.51,0.53,0.8315446533203124,,
put,120.0,377.49,149,0.49,0.56,0.58,0.8120135986328124,,
put,125.0,377.49,149,0.54,0.59,0.58,0.7929708203125,,
put,130.0,377.49,149,0.58,0.66,0.66,0.7763694238281251,,
put,135.0,377.49,149,0.64,0.7,0.72,0.7592797509765626,,
put,140.0,377.49,149,0.68,0.74,0.74,0.7404811108398437,,
put,145.0,377.49,149,0.7,0.79,0.81,0.7211941943359376,,
put,150.0,377.49,149,0.78,0.83,0.83,0.7058134887695313,,
put,155.0,377.49,149,0.83,0.9,0.93,0.6904327832031252,,
put,160.0,377.49,149,0.9,0.97,0.95,0.6760286303710938,,
put,165.0,377.49,149,0.97,1.03,1.0,0.6611362011718751,,
put,170.0,377.49,149,1.05,1.11,1.07,0.647464462890625,,
put,175.0,377.49,149,1.13,1.19,1.18,0.6337927246093751,,
put,180.0,377.49,149,1.22,1.28,1.38,0.6208534008789064,,
put,185.0,377.49,149,1.32,1.39,1.39,0.6088906298828126,,
put,190.0,377.49,149,1.44,1.51,1.47,0.5976602734375001,,
put,195.0,377.49,149,1.58,1.65,1.65,0.5875285388183593,,
put,200.0,377.49,149,1.73,1.79,1.77,0.5770305969238281,,
put,205.0,377.49,149,1.88,1.94,1.94,0.5665326550292968,,
put,210.0,377.49,149,2.08,2.14,2.07,0.5582319567871095,,
put,215.0,377.49,149,2.27,2.35,2.37,0.5491988439941409,,
put,220.0,377.49,149,2.5,2.58,2.64,0.5408981457519533,,
put,225.0,377.49,149,2.77,2.84,2.85,0.5334519311523438,,
put,230.0,377.49,149,3.05,3.2,3.16,0.5274095111083985,,
put,235.0,377.49,149,3.4,3.5,3.58,0.5205126074218749,,
put,240.0,377.49,149,3.7,3.85,3.82,0.5128222546386718,,
put,245.0,377.49,149,4.15,4.25,4.21,0.5075732836914062,,
put,250.0,377.49,149,4.6,4.7,4.93,0.5020191400146485,,
put,260.0,377.49,149,5.65,5.75,5.65,0.49323016540527354,,
put,265.0,377.49,149,6.2,6.3,6.27,0.4872487799072266,,
put,270.0,377.49,149,6.85,7.0,6.9,0.4837087762451172,,
put,275.0,377.49,149,7.6,7.75,7.8,0.4800467034912109,,
put,280.0,377.49,149,8.35,8.5,8.41,0.4752860089111328,,
put,285.0,377.49,149,9.15,9.4,9.57,0.4722953161621094,,
put,290.0,377.49,149,10.15,10.3,10.52,0.4681449670410156,,
put,295.0,377.49,149,11.2,11.35,11.4,0.4654899642944337,,
put,300.0,377.49,149,12.35,12.5,13.0,0.46326220336914065,,
put,305.0,377.49,149,13.45,13.7,13.48,0.46060720062255867,,
put,310.0,377.49,149,14.65,14.85,14.9,0.45609064422607426,,
put,315.0,377.49,149,16.05,16.3,16.35,0.4548089187622071,,
put,320.0,377.49,149,17.5,17.7,17.9,0.45166563964843753,,
put,325.0,377.49,149,18.9,19.05,19.05,0.44682865188598636,,
put,330.0,377.49,149,20.7,20.9,20.52,0.44731692825317376,,
put,335.0,377.49,149,22.2,22.65,22.4,0.4453485641479492,,
put,340.0,377.49,149,24.2,24.4,24.48,0.44232735412597657,,
put,345.0,377.49,149,26.15,26.35,26.0,0.4405878695678711,,
put,350.0,377.49,149,28.1,28.35,29.15,0.43836010864257813,,
put,355.0,377.49,149,30.1,30.3,31.42,0.4345454495239258,,
put,360.0,377.49,149,32.35,32.55,33.74,0.43305010314941406,,
put,365.0,377.49,149,34.5,34.8,36.09,0.4305171694946289,,
put,370.0,377.49,149,37.1,37.3,37.6,0.4296626858520508,,
put,375.0,377.49,149,39.75,40.0,40.0,0.42989156539917,,
put,380.0,377.49,149,42.5,42.8,42.25,0.43016622085571293,,
put,385.0,377.49,149,45.1,45.5,44.69,0.42841147766113286,,
put,390.0,377.49,149,48.0,48.25,47.55,0.42624475128173833,,
put,395.0,377.49,149,50.6,50.85,50.4,0.4215756085205078,,
put,400.0,377.49,149,53.45,53.75,54.92,0.4191037094116211,,
put,405.0,377.49,149,56.55,57.0,55.6,0.4193478475952148,,
put,410.0,377.49,149,60.25,60.5,61.56,0.4213162117004395,,
put,415.0,377.49,149,62.95,63.5,65.12,0.41715060394287107,,
put,420.0,377.49,149,66.1,66.4,67.05,0.4109861148071289,,
put,425.0,377.49,149,70.2,70.65,68.49,0.4184933639526367,,
put,430.0,377.49,149,73.3,73.6,72.23,0.41104714935302733,,
put,435.0,377.49,149,76.95,77.45,76.18,0.41263404754638666,,
put,440.0,377.49,149,80.25,80.65,79.54,0.4060423165893554,,
put,445.0,377.49,149,83.75,84.55,88.28,0.4066221447753906,,
put,450.0,377.49,149,88.4,88.8,86.97,0.41061990753173827,,
put,455.0,377.49,149,91.85,92.6,90.42,0.4085447329711914,,
put,460.0,377.49,149,95.6,96.0,101.85,0.4005492074584961,,
put,465.0,377.49,149,98.4,101.05,82.06,0.4127866339111328,,
put,470.0,377.49,149,103.2,104.95,105.0,0.4097196479797363,,
put,480.0,377.49,149,111.45,113.3,119.35,0.408636284790039,,
put,490.0,377.49,149,118.6,121.55,120.45,0.40311265838623045,,
put,500.0,377.49,149,128.3,129.7,127.0,0.39218747467041015,,
put,510.0,377.49,149,137.0,139.1,142.25,0.39942006835937505,,
put,520.0,377.49,149,145.75,147.2,137.15,0.37915659912109373,,
put,530.0,377.49,149,154.8,156.2,140.15,0.3719545227050781,,
put,540.0,377.49,149,164.1,166.1,160.0,0.3841614318847656,,
put,550.0,377.49,149,173.55,174.85,163.71,0.3627993408203125,,
put,560.0,377.49,149,182.55,184.8,159.4,0.3742738354492187,,
put,570.0,377.49,149,192.5,194.7,197.75,0.38355108642578123,,
put,580.0,377.49,149,201.25,202.95,201.4,0.30493859130859374,,
put,590.0,377.49,149,211.1,213.1,215.75,0.32813171874999997,,
put,600.0,377.49,149,220.7,222.55,222.25,0.25391371093750004,,
put,610.0,377.49,149,230.65,232.95,230.9,0.33460138061523437,,
put,620.0,377.49,149,239.55,242.2,244.6,1.0000000000000003e-05,,
put,630.0,377.49,149,249.45,252.0,258.88,1.0000000000000003e-05,,
put,640.0,377.49,149,260.2,262.1,258.58,1.0000000000000003e-05,,
put,650.0,377.49,149,269.6,271.6,258.5,1.0000000000000003e-05,,
put,660.0,377.49,149,279.9,281.7,278.37,1.0000000000000003e-05,,
put,670.0,377.49,149,289.05,292.25,276.15,1.0000000000000003e-05,,
put,680.0,377.49,149,299.8,301.85,300.0,1.0000000000000003e-05,,
put,690.0,377.49,149,309.0,311.5,290.5,1.0000000000000003e-05,,
put,700.0,377.49,149,319.95,322.35,305.6,1.0000000000000003e-05,,
put,710.0,377.49,149,329.1,331.5,318.62,1.0000000000000003e-05,,
put,720.0,377.49,149,339.0,341.5,313.8,1.0000000000000003e-05,,
put,730.0,377.49,149,335.05,336.1,347.96,1.0000000000000003e-05,,
put,740.0,377.49,149,345.05,346.1,357.96,1.0000000000000003e-05,,
put,750.0,377.49,149,369.45,372.55,343.6,0.3632876171875,,
put,760.0,377.49,149,0.0,0.0,367.77,1.0000000000000003e-05,,
put,770.0,377.49,149,0.0,0.0,376.95,1.0000000000000003e-05,,
put,780.0,377.49,149,0.0,0.0,387.89,1.0000000000000003e-05,,
put,790.0,377.49,149,0.0,0.0,383.79,1.0000000000000003e-05,,
put,800.0,377.49,149,0.0,0.0,369.32,1.0000000000000003e-05,,
put,810.0,377.49,149,0.0,0.0,403.85,1.0000000000000003e-05,,
put,820.0,377.49,149,0.0,0.0,424.05,1.0000000000000003e-05,,
put,830.0,377.49,149,0.0,0.0,413.4,1.0000000000000003e-05,,
put,840.0,377.49,149,0.0,0.0,429.3,1.0000000000000003e-05,,
put,850.0,377.49,149,449.25,453.45,418.65,1.0000000000000003e-05,,
put,860.0,377.49,149,0.0,0.0,427.8,1.0000000000000003e-05,,
put,870.0,377.49,149,473.85,477.2,466.65,1.0000000000000003e-05,,
put,880.0,377.49,149,487.2,490.5,461.8,1.0000000000000003e-05,,
put,890.0,377.49,149,0.0,0.0,503.91,1.0000000000000003e-05,,
put,900.0,377.49,149,476.7,479.05,534.52,1.0000000000000003e-05,,
put,910.0,377.49,149,509.05,513.6,477.25,1.0000000000000003e-05,,
put,920.0,377.49,149,519.05,523.6,485.2,1.0000000000000003e-05,,
put,930.0,377.49,149,0.0,0.0,530.85,1.0000000000000003e-05,,
put,940.0,377.49,149,511.5,512.2,506.45,1.0000000000000003e-05,,
put,950.0,377.49,149,0.0,0.0,525.25,1.0000000000000003e-05,,
put,960.0,377.49,149,559.05,563.6,522.5,1.0000000000000003e-05,,
put,970.0,377.49,149,0.0,0.0,549.0,1.0000000000000003e-05,,
put,980.0,377.49,149,577.75,580.75,578.52,1.0000000000000003e-05,,
put,990.0,377.49,149,0.0,0.0,567.73,1.0000000000000003e-05,,
